date,symbol,side,qty,entry,exit,pnl,strategy,notes
2026-03-09T16:03:15.000Z,GS,LONG,19,625.13,622.99,-40.66,Trend Following,Trend continuation
2026-03-09T16:07:30.000Z,META,SHORT,41,629.51,617.25,502.66,Scalp,
2026-03-09T16:08:49.000Z,JPM,LONG,105,247.72,245.56,-226.8,Earnings,
2026-03-09T16:10:59.000Z,IWM,LONG,165,240.27,242,285.45,Scalp,
2026-03-09T16:12:03.000Z,JPM,LONG,149,247.58,246.17,-210.09,Breakout,Range breakout on volume
2026-03-09T16:43:46.000Z,AMD,SHORT,377,150.08,151.55,-554.19,Earnings,
2026-03-09T17:29:42.000Z,PLTR,SHORT,789,28.21,28.59,-299.82,Earnings,Post-earnings IV crush play
2026-03-09T18:27:57.000Z,XOM,LONG,137,114.7,113.62,-147.96,Trend Following,Index momentum continuation
2026-03-09T19:01:58.000Z,GOOGL,SHORT,192,193.3,195.36,-395.52,Scalp,Power-hour scalp
2026-03-09T19:12:48.000Z,ORCL,LONG,148,165.7,168.13,359.64,Mean Reversion,Mean reversion short at resistance
2026-03-09T19:17:23.000Z,DIS,LONG,80,106.32,105.16,-92.8,Breakout,Breakout retest hold
2026-03-09T19:42:48.000Z,XOM,SHORT,147,114.73,115.38,-95.55,Mean Reversion,Topping pattern fade
2026-03-09T19:52:15.000Z,INTC,LONG,463,32.36,32.55,87.97,Breakout,Cup & handle breakout
2026-03-10T13:40:43.000Z,AAPL,SHORT,118,240.1,237.7,283.2,Mean Reversion,Mean reversion short at resistance
2026-03-10T13:41:28.000Z,NFLX,LONG,55,689.37,697.08,424.05,Earnings,Earnings beat
2026-03-10T14:13:20.000Z,MU,SHORT,354,113.29,110.24,1079.7,Breakout,Cup & handle breakout
2026-03-10T14:38:33.000Z,NVDA,SHORT,60,202.99,199.72,196.2,Trend Following,20EMA trend long
2026-03-10T14:59:26.000Z,PLTR,SHORT,325,27.98,28.37,-126.75,Mean Reversion,VWAP reversion
2026-03-10T15:02:10.000Z,SHOP,LONG,347,96.55,95.16,-482.33,Mean Reversion,
2026-03-10T16:12:11.000Z,QQQ,LONG,99,555.74,558.58,281.16,Mean Reversion,Mean reversion short at resistance
2026-03-10T16:33:27.000Z,MU,LONG,333,112.93,115.32,795.87,Earnings,Earnings drift continuation
2026-03-10T16:36:57.000Z,INTC,LONG,474,32.38,31.89,-232.26,Earnings,Post-earnings IV crush play
2026-03-10T16:38:32.000Z,TSLA,SHORT,133,313.81,305.67,1082.62,Scalp,Opening drive scalp
2026-03-10T16:50:32.000Z,ORCL,SHORT,40,166.02,164.33,67.6,Earnings,Earnings beat
2026-03-10T17:03:21.000Z,NVDA,SHORT,98,202.9,199.77,306.74,Mean Reversion,Squeezed out early
2026-03-10T17:04:29.000Z,GOOGL,SHORT,124,194.06,192.17,234.36,Breakout,Breakout retest hold
2026-03-10T17:17:59.000Z,QQQ,SHORT,68,553.79,549.07,320.96,Mean Reversion,Fade gap up
2026-03-10T17:37:21.000Z,QQQ,LONG,15,555.06,553.34,-25.8,Mean Reversion,Mean reversion short at resistance
2026-03-10T17:44:01.000Z,AMZN,SHORT,101,210.48,206.5,401.98,Earnings,
2026-03-10T18:09:20.000Z,DIS,LONG,323,106.49,105.43,-342.38,Trend Following,VWAP reclaim long
2026-03-10T18:15:03.000Z,GS,LONG,36,616.97,614.1,-103.32,Breakout,
2026-03-10T18:20:49.000Z,BAC,LONG,473,47.16,47.89,345.29,Earnings,Earnings miss reversal
2026-03-10T18:34:10.000Z,NFLX,LONG,80,690.16,696.09,474.4,Breakout,
2026-03-10T18:41:35.000Z,TSLA,LONG,150,313.12,317.42,645,Earnings,
2026-03-11T13:47:08.000Z,MSFT,LONG,57,469.67,475.9,355.11,Earnings,Earnings beat
2026-03-11T13:48:33.000Z,INTC,LONG,396,32.48,32.02,-182.16,Earnings,Earnings miss reversal
2026-03-11T14:23:30.000Z,GOOGL,LONG,107,194.08,197.13,326.35,Breakout,
2026-03-11T14:48:12.000Z,NVDA,LONG,128,202.4,206.16,481.28,Trend Following,20EMA trend long
2026-03-11T14:53:49.000Z,UBER,SHORT,350,76.77,77.3,-185.5,Breakout,ATH breakout
2026-03-11T14:58:44.000Z,GOOGL,LONG,46,193.72,192.17,-71.3,Breakout,Pre-market gap up clean breakout
2026-03-11T15:07:26.000Z,PLTR,SHORT,378,28.03,28.56,-200.34,Mean Reversion,
2026-03-11T15:25:32.000Z,AVGO,SHORT,133,196.04,195.01,136.99,Scalp,
2026-03-11T16:11:57.000Z,CRM,SHORT,35,294.06,288.91,180.25,Trend Following,20EMA trend long
2026-03-11T17:07:14.000Z,UBER,SHORT,122,76.76,77.34,-70.76,Breakout,Pre-market gap up clean breakout
2026-03-11T17:48:06.000Z,DIS,LONG,380,106.41,107.84,543.4,Breakout,ATH breakout
2026-03-11T17:50:03.000Z,JPM,SHORT,81,246.17,245.1,86.67,Trend Following,20EMA trend long
2026-03-11T17:57:27.000Z,XOM,LONG,336,114.4,115.32,309.12,Earnings,Earnings beat
2026-03-11T18:08:47.000Z,AMZN,LONG,157,212.17,209.85,-364.24,Scalp,
2026-03-11T18:41:49.000Z,BAC,LONG,906,46.95,47.27,289.92,Earnings,Post-earnings IV crush play
2026-03-11T18:45:06.000Z,XOM,LONG,357,114.49,115.75,449.82,Mean Reversion,
2026-03-11T19:01:57.000Z,SPY,SHORT,54,604,601.14,154.44,Earnings,Earnings miss reversal
2026-03-11T19:39:27.000Z,BA,LONG,78,196.47,200.06,280.02,Mean Reversion,Fade gap up
2026-03-12T13:50:31.000Z,PLTR,LONG,406,27.99,27.76,-93.38,Breakout,Cup & handle breakout
2026-03-12T14:15:57.000Z,MARA,LONG,393,22.28,22.64,141.48,Scalp,
2026-03-12T14:20:17.000Z,NFLX,LONG,99,690.44,705.46,1486.98,Trend Following,Index momentum continuation
2026-03-12T14:46:57.000Z,XOM,LONG,324,115.1,114.56,-174.96,Scalp,Opening drive scalp
2026-03-12T15:13:02.000Z,AMZN,LONG,98,211.45,209.44,-196.98,Earnings,
2026-03-12T15:19:03.000Z,XOM,SHORT,127,115.58,114.98,76.2,Earnings,Earnings drift continuation
2026-03-12T15:19:07.000Z,JPM,LONG,105,247.23,248.77,161.7,Scalp,
2026-03-12T15:43:53.000Z,META,LONG,19,634.37,626.44,-150.67,Mean Reversion,
2026-03-12T16:10:14.000Z,MU,SHORT,311,113.96,111.66,715.3,Mean Reversion,Squeezed out early
2026-03-12T16:16:01.000Z,UBER,SHORT,244,76.55,76.95,-97.6,Mean Reversion,
2026-03-12T16:39:23.000Z,MU,SHORT,87,113.81,111.94,162.69,Mean Reversion,Fade gap up
2026-03-12T16:46:55.000Z,AVGO,SHORT,69,194,190.28,256.68,Breakout,
2026-03-12T17:14:50.000Z,AMD,LONG,207,149.52,153.71,867.33,Trend Following,Trend continuation
2026-03-12T17:45:11.000Z,NFLX,LONG,45,692.23,707.74,697.95,Scalp,Power-hour scalp
2026-03-12T17:54:52.000Z,AMD,SHORT,393,149.32,152.05,-1072.89,Trend Following,Index momentum continuation
2026-03-12T18:57:20.000Z,COIN,SHORT,103,258.42,253.39,518.09,Mean Reversion,Topping pattern fade
2026-03-12T19:12:41.000Z,IWM,LONG,155,242.12,240.31,-280.55,Scalp,
2026-03-12T19:20:32.000Z,AVGO,LONG,129,193.93,193.13,-103.2,Earnings,
2026-03-12T19:33:22.000Z,MU,SHORT,218,114.54,113.06,322.64,Breakout,Bull flag continuation
2026-03-12T19:39:01.000Z,AMD,SHORT,217,149.2,146.61,562.03,Trend Following,
2026-03-13T14:01:50.000Z,GOOGL,LONG,34,192.59,191.87,-24.48,Trend Following,
2026-03-13T14:07:58.000Z,AVGO,LONG,130,194.44,192.62,-236.6,Trend Following,Stopped below trend line
2026-03-13T14:23:45.000Z,CRM,LONG,157,293.23,291,-350.11,Scalp,
2026-03-13T14:51:08.000Z,GOOGL,SHORT,123,193.12,190.19,360.39,Earnings,Earnings drift continuation
2026-03-13T15:14:13.000Z,UBER,LONG,370,76.11,75.03,-399.6,Breakout,
2026-03-13T16:22:23.000Z,JPM,LONG,170,245.92,244.02,-323,Earnings,Earnings drift continuation
2026-03-13T16:25:56.000Z,CRM,LONG,158,293.31,296.95,575.12,Scalp,Quick scalp
2026-03-13T16:46:50.000Z,BA,LONG,70,194.07,191.87,-154,Breakout,"Failed breakout, stopped"
2026-03-13T16:49:10.000Z,MU,SHORT,393,113.68,111.65,797.79,Mean Reversion,
2026-03-13T16:52:16.000Z,MSFT,LONG,10,466.97,473.06,60.9,Mean Reversion,
2026-03-13T17:25:16.000Z,SPY,LONG,33,603.92,607.58,120.78,Scalp,
2026-03-13T17:51:46.000Z,AVGO,LONG,146,195.14,193.85,-188.34,Scalp,
2026-03-13T17:59:34.000Z,TSLA,LONG,64,312.21,318.47,400.64,Earnings,Earnings miss reversal
2026-03-13T18:21:47.000Z,TSLA,LONG,49,311.37,308.16,-157.29,Trend Following,Index momentum continuation
2026-03-13T18:23:27.000Z,SPY,SHORT,31,602.34,599.93,74.71,Scalp,Quick scalp
2026-03-13T18:28:26.000Z,GS,LONG,97,619.75,630.13,1006.86,Breakout,
2026-03-13T19:05:42.000Z,DIS,LONG,115,106.38,105.48,-103.5,Scalp,Power-hour scalp
2026-03-13T19:08:51.000Z,IWM,LONG,157,242.38,240.32,-323.42,Earnings,Post-earnings IV crush play
2026-03-13T19:26:02.000Z,UNH,SHORT,48,515.46,519.26,-182.4,Earnings,Earnings beat
2026-03-13T19:31:22.000Z,JNJ,LONG,143,157.19,158.16,138.71,Trend Following,Trend continuation
2026-03-16T14:16:29.000Z,IWM,SHORT,49,241.8,239.44,115.64,Earnings,
2026-03-16T14:40:40.000Z,UNH,SHORT,42,514.52,505.71,370.02,Mean Reversion,Squeezed out early
2026-03-16T14:47:33.000Z,MU,LONG,399,114.78,118.25,1384.53,Trend Following,VWAP reclaim long
2026-03-16T14:56:05.000Z,PLTR,SHORT,382,27.86,26.95,347.62,Trend Following,
2026-03-16T15:29:11.000Z,SPY,LONG,94,596.28,593.37,-273.54,Mean Reversion,VWAP reversion
2026-03-16T15:34:12.000Z,XOM,LONG,288,115.27,114.71,-161.28,Earnings,Earnings miss reversal
2026-03-16T15:50:54.000Z,NVDA,LONG,125,201.71,198.65,-382.5,Breakout,Range breakout on volume
2026-03-16T15:52:08.000Z,SHOP,SHORT,164,97.36,99.28,-314.88,Earnings,Earnings drift continuation
2026-03-16T16:50:34.000Z,AAPL,LONG,87,241.58,244.92,290.58,Scalp,Counter-trend fade scalp
2026-03-16T17:12:10.000Z,AMD,SHORT,250,148.34,145.2,785,Scalp,Quick scalp
2026-03-16T17:17:48.000Z,PLTR,LONG,928,27.85,27.36,-454.72,Scalp,Power-hour scalp
2026-03-16T17:29:04.000Z,XOM,SHORT,124,115.11,115.52,-50.84,Trend Following,Trend continuation
2026-03-16T17:48:09.000Z,GS,SHORT,85,626.27,634.07,-663,Scalp,Opening drive scalp
2026-03-16T18:09:37.000Z,NVDA,LONG,67,201.95,198.33,-242.54,Earnings,Earnings miss reversal
2026-03-16T18:14:37.000Z,META,LONG,47,633.28,647.79,681.97,Breakout,
2026-03-16T19:07:42.000Z,UBER,SHORT,238,76.3,76.94,-152.32,Mean Reversion,VWAP reversion
2026-03-16T19:16:45.000Z,SPY,LONG,43,598.12,594.31,-163.83,Trend Following,VWAP reclaim long
2026-03-17T13:41:22.000Z,NFLX,LONG,58,688.73,699.14,603.78,Trend Following,Tech rotation long
2026-03-17T13:56:12.000Z,MSFT,LONG,50,469.42,466.51,-145.5,Trend Following,VWAP reclaim long
2026-03-17T14:11:48.000Z,AVGO,SHORT,63,195.54,197.74,-138.6,Scalp,Quick scalp
2026-03-17T14:29:44.000Z,BA,SHORT,129,195.5,197.37,-241.23,Earnings,
2026-03-17T14:32:16.000Z,INTC,SHORT,871,32.3,32.72,-365.82,Scalp,Quick scalp
2026-03-17T14:35:12.000Z,SHOP,LONG,218,97.84,100.64,610.4,Scalp,Power-hour scalp
2026-03-17T14:51:24.000Z,AVGO,SHORT,129,195.24,197.3,-265.74,Trend Following,Tech rotation long
2026-03-17T15:32:24.000Z,IWM,LONG,190,241.26,239.07,-416.1,Mean Reversion,
2026-03-17T16:37:55.000Z,AAPL,LONG,146,242.96,241.97,-144.54,Mean Reversion,VWAP reversion
2026-03-17T17:09:54.000Z,MSFT,LONG,46,472.17,477.62,250.7,Mean Reversion,Mean reversion short at resistance
2026-03-17T17:54:26.000Z,UBER,LONG,111,77.13,75.93,-133.2,Mean Reversion,Oversold bounce
2026-03-17T18:15:12.000Z,SHOP,LONG,239,97.64,100.08,583.16,Earnings,
2026-03-17T18:25:12.000Z,NVDA,LONG,108,203.58,206.44,308.88,Earnings,Earnings miss reversal
2026-03-17T18:37:53.000Z,GS,LONG,22,625.59,635.17,210.76,Scalp,Power-hour scalp
2026-03-17T18:44:07.000Z,DIS,SHORT,176,105.02,105.58,-98.56,Scalp,Power-hour scalp
2026-03-17T19:02:29.000Z,CRM,SHORT,194,294.38,290.29,793.46,Earnings,
2026-03-17T19:04:35.000Z,CRM,SHORT,127,293.48,295.68,-279.4,Breakout,Range breakout on volume
2026-03-17T19:24:38.000Z,META,LONG,24,629.65,626.07,-85.92,Mean Reversion,Fade gap up
2026-03-17T19:28:31.000Z,SPY,SHORT,35,599.76,602.82,-107.1,Scalp,Counter-trend fade scalp
2026-03-17T19:42:42.000Z,AAPL,SHORT,86,243.11,245.26,-184.9,Scalp,Power-hour scalp
2026-03-17T19:54:40.000Z,NVDA,LONG,136,201.58,200.24,-182.24,Breakout,Bull flag continuation
2026-03-18T14:38:36.000Z,AVGO,LONG,31,195.26,193.62,-50.84,Earnings,Earnings beat
2026-03-18T14:59:34.000Z,AAPL,LONG,66,241.18,238.9,-150.48,Trend Following,20EMA trend long
2026-03-18T15:05:07.000Z,GOOGL,SHORT,183,192.26,193.63,-250.71,Scalp,Counter-trend fade scalp
2026-03-18T15:05:48.000Z,NVDA,SHORT,55,204.04,206.28,-123.2,Earnings,Earnings beat
2026-03-18T15:13:14.000Z,SHOP,LONG,190,98.51,100,283.1,Scalp,Opening drive scalp
2026-03-18T15:44:30.000Z,BAC,LONG,238,46.99,47.41,99.96,Trend Following,20EMA trend long
2026-03-18T15:52:15.000Z,MARA,SHORT,380,22.04,21.67,140.6,Mean Reversion,Mean reversion short at resistance
2026-03-18T15:56:03.000Z,UNH,LONG,61,511.81,520,499.59,Trend Following,20EMA trend long
2026-03-18T16:15:43.000Z,SPY,LONG,93,593.64,591.51,-198.09,Trend Following,Stopped below trend line
2026-03-18T17:01:45.000Z,UBER,SHORT,287,77.49,78.68,-341.53,Scalp,Power-hour scalp
2026-03-18T17:23:43.000Z,AVGO,LONG,160,196.65,195.49,-185.6,Earnings,Earnings beat
2026-03-18T17:53:40.000Z,BA,LONG,72,194.3,199.22,354.24,Earnings,
2026-03-18T18:01:36.000Z,MU,LONG,141,114.72,112.71,-283.41,Trend Following,
2026-03-18T18:07:41.000Z,DIS,SHORT,389,104.6,102.86,676.86,Scalp,
2026-03-18T18:38:36.000Z,NFLX,SHORT,97,690.33,694.47,-401.58,Trend Following,Index momentum continuation
2026-03-18T19:15:16.000Z,SHOP,LONG,315,98.79,97.66,-355.95,Breakout,Breakout retest hold
2026-03-18T19:38:02.000Z,NFLX,LONG,25,692.02,681.69,-258.25,Earnings,Earnings miss reversal
2026-03-18T19:44:07.000Z,JPM,SHORT,57,247.19,246.33,49.02,Mean Reversion,VWAP reversion
2026-03-18T19:45:53.000Z,GS,LONG,38,626.45,633.95,285,Mean Reversion,Oversold bounce
2026-03-18T19:53:13.000Z,DIS,LONG,184,104.79,105.77,180.32,Mean Reversion,
2026-03-18T19:54:25.000Z,SPY,SHORT,91,597.97,592.65,484.12,Scalp,Power-hour scalp
2026-03-19T13:42:45.000Z,INTC,LONG,420,32.29,32.73,184.8,Earnings,
2026-03-19T13:45:10.000Z,SHOP,LONG,203,97.54,95.56,-401.94,Scalp,Quick scalp
2026-03-19T13:48:27.000Z,BA,SHORT,136,192.94,196.46,-478.72,Mean Reversion,Squeezed out early
2026-03-19T13:59:56.000Z,TSLA,SHORT,72,309.69,312.48,-200.88,Mean Reversion,Topping pattern fade
2026-03-19T14:04:40.000Z,IWM,SHORT,130,241.52,238.56,384.8,Mean Reversion,Topping pattern fade
2026-03-19T14:20:02.000Z,DIS,LONG,189,104.14,104.61,88.83,Earnings,Earnings beat
2026-03-19T14:23:21.000Z,AVGO,LONG,78,196.4,193.82,-201.24,Mean Reversion,
2026-03-19T14:23:42.000Z,AMZN,LONG,174,212.37,215.81,598.56,Trend Following,Tech rotation long
2026-03-19T14:35:02.000Z,ORCL,SHORT,125,167.19,164.96,278.75,Mean Reversion,Mean reversion short at resistance
2026-03-19T14:42:15.000Z,UBER,LONG,297,77.3,76.47,-246.51,Trend Following,VWAP reclaim long
2026-03-19T14:50:33.000Z,UNH,LONG,82,515.01,522.76,635.5,Earnings,
2026-03-19T15:20:39.000Z,AMD,SHORT,166,149.48,146.83,439.9,Mean Reversion,Squeezed out early
2026-03-19T15:21:02.000Z,UNH,LONG,67,512.7,516.05,224.45,Trend Following,VWAP reclaim long
2026-03-19T15:29:32.000Z,MARA,LONG,756,22.12,21.42,-529.2,Scalp,Power-hour scalp
2026-03-19T15:52:42.000Z,COIN,LONG,112,255.97,260.56,514.08,Trend Following,Stopped below trend line
2026-03-19T16:27:29.000Z,BA,LONG,51,193.94,192.52,-72.42,Mean Reversion,Squeezed out early
2026-03-19T17:34:51.000Z,META,SHORT,66,633.82,637.95,-272.58,Earnings,
2026-03-19T17:40:50.000Z,XOM,LONG,92,114.82,116.63,166.52,Mean Reversion,Fade gap up
2026-03-19T18:14:19.000Z,UBER,LONG,296,76.73,77.91,349.28,Trend Following,Tech rotation long
2026-03-19T18:22:59.000Z,XOM,LONG,293,114.35,113.88,-137.71,Trend Following,20EMA trend long
2026-03-19T18:23:41.000Z,BA,LONG,139,193.82,197.46,505.96,Scalp,Counter-trend fade scalp
2026-03-19T18:58:49.000Z,PLTR,SHORT,844,28.05,28.39,-286.96,Trend Following,20EMA trend long
2026-03-19T19:38:28.000Z,INTC,LONG,456,32.45,32.29,-72.96,Trend Following,
2026-03-20T13:48:33.000Z,AAPL,LONG,171,245.43,248.21,475.38,Earnings,Earnings drift continuation
2026-03-20T14:54:16.000Z,JNJ,LONG,71,158.99,159.58,41.89,Earnings,Post-earnings IV crush play
2026-03-20T15:24:34.000Z,AMD,LONG,393,148.94,150.93,782.07,Earnings,
2026-03-20T15:33:29.000Z,GOOGL,LONG,152,191.55,189.82,-262.96,Scalp,Opening drive scalp
2026-03-20T16:01:10.000Z,COIN,SHORT,141,257.17,251.18,844.59,Breakout,
2026-03-20T16:04:09.000Z,SPY,LONG,97,594.46,591.83,-255.11,Breakout,Range breakout on volume
2026-03-20T16:29:45.000Z,GS,LONG,95,626.35,635.58,876.85,Mean Reversion,VWAP reversion
2026-03-20T16:48:48.000Z,MU,LONG,198,114.65,113.9,-148.5,Trend Following,
2026-03-20T17:02:58.000Z,MU,LONG,185,115.18,113.19,-368.15,Scalp,Counter-trend fade scalp
2026-03-20T17:08:43.000Z,UBER,LONG,122,77.52,78.38,104.92,Earnings,Earnings miss reversal
2026-03-20T17:14:04.000Z,JNJ,SHORT,176,158.57,159.23,-116.16,Scalp,
2026-03-20T17:26:05.000Z,UNH,LONG,31,511.35,504.95,-198.4,Earnings,
2026-03-20T17:37:08.000Z,CRM,LONG,132,292.59,294.33,229.68,Earnings,Earnings drift continuation
2026-03-20T17:45:15.000Z,XOM,SHORT,311,115,114.24,236.36,Scalp,
2026-03-20T18:18:03.000Z,INTC,LONG,853,32.15,32.72,486.21,Breakout,Range breakout on volume
2026-03-20T18:32:46.000Z,IWM,LONG,102,243.21,240.92,-233.58,Mean Reversion,
2026-03-20T18:37:11.000Z,UBER,SHORT,313,77.03,75.94,341.17,Breakout,
2026-03-20T18:45:02.000Z,MU,SHORT,306,114.66,113.36,397.8,Trend Following,20EMA trend long
2026-03-23T14:11:32.000Z,NVDA,LONG,152,204.33,207.91,544.16,Trend Following,Trend continuation
2026-03-23T15:09:09.000Z,NVDA,SHORT,84,204.34,202.12,186.48,Earnings,Earnings beat
2026-03-23T15:14:19.000Z,AMZN,LONG,78,212.26,215.67,265.98,Scalp,Quick scalp
2026-03-23T15:16:25.000Z,GOOGL,LONG,90,192.75,191.92,-74.7,Trend Following,VWAP reclaim long
2026-03-23T16:01:12.000Z,CRM,LONG,124,295.52,300.14,572.88,Trend Following,VWAP reclaim long
2026-03-23T16:02:18.000Z,SHOP,LONG,336,97.23,95.72,-507.36,Scalp,
2026-03-23T16:05:09.000Z,GOOGL,LONG,39,193.7,191.9,-70.2,Breakout,Pre-market gap up clean breakout
2026-03-23T16:11:03.000Z,ORCL,LONG,162,166.81,169.18,383.94,Scalp,Quick scalp
2026-03-23T16:12:25.000Z,GS,LONG,62,632.4,640.95,530.1,Trend Following,
2026-03-23T16:20:50.000Z,DIS,SHORT,223,104.29,102.6,376.87,Mean Reversion,Fade gap up
2026-03-23T16:52:05.000Z,GOOGL,LONG,178,192.48,194.28,320.4,Mean Reversion,Squeezed out early
2026-03-23T17:01:34.000Z,MU,LONG,388,114.24,112,-869.12,Mean Reversion,
2026-03-23T17:21:26.000Z,JPM,LONG,146,247.24,246.12,-163.52,Mean Reversion,Topping pattern fade
2026-03-23T17:23:28.000Z,CRM,LONG,146,294.59,292.9,-246.74,Breakout,Cup & handle breakout
2026-03-23T18:26:15.000Z,SHOP,LONG,90,97.17,95.95,-109.8,Earnings,
2026-03-23T18:40:50.000Z,MARA,SHORT,707,22.08,22.31,-162.61,Mean Reversion,Squeezed out early
2026-03-23T19:26:17.000Z,JPM,SHORT,79,246.94,247.67,-57.67,Earnings,Earnings miss reversal
2026-03-23T19:36:30.000Z,CRM,LONG,42,294.04,295.58,64.68,Earnings,Earnings miss reversal
2026-03-24T13:50:56.000Z,AMZN,SHORT,86,212.59,210.65,166.84,Trend Following,VWAP reclaim long
2026-03-24T14:04:46.000Z,DIS,SHORT,359,104.6,105.22,-222.58,Scalp,Quick scalp
2026-03-24T15:15:36.000Z,AAPL,SHORT,105,242.54,243.65,-116.55,Scalp,Opening drive scalp
2026-03-24T15:19:53.000Z,AVGO,LONG,86,194.57,196.14,135.02,Mean Reversion,Topping pattern fade
2026-03-24T15:39:25.000Z,MU,LONG,155,114.32,112.61,-265.05,Scalp,Quick scalp
2026-03-24T15:48:11.000Z,NVDA,SHORT,30,203.92,206.36,-73.2,Trend Following,
2026-03-24T16:04:32.000Z,AMZN,LONG,166,213.39,216.79,564.4,Earnings,Post-earnings IV crush play
2026-03-24T16:28:05.000Z,DIS,LONG,198,103.83,103.2,-124.74,Scalp,
2026-03-24T16:31:41.000Z,CRM,LONG,140,296.17,299.74,499.8,Scalp,Quick scalp
2026-03-24T16:49:08.000Z,JPM,LONG,88,247.33,249.8,217.36,Mean Reversion,
2026-03-24T16:53:43.000Z,TSLA,LONG,167,311.52,317.83,1053.77,Breakout,"Failed breakout, stopped"
2026-03-24T17:02:13.000Z,XOM,LONG,183,114.66,115.16,91.5,Trend Following,20EMA trend long
2026-03-24T17:05:05.000Z,DIS,SHORT,333,104.35,103.69,219.78,Earnings,
2026-03-24T17:30:35.000Z,AVGO,LONG,109,194.29,197.91,394.58,Mean Reversion,VWAP reversion
2026-03-24T17:39:50.000Z,META,LONG,35,635.68,626.69,-314.65,Scalp,Counter-trend fade scalp
2026-03-24T18:02:19.000Z,INTC,LONG,294,32.31,32.71,117.6,Trend Following,Trend continuation
2026-03-24T18:46:36.000Z,BA,LONG,168,195.22,200.08,816.48,Earnings,Earnings miss reversal
2026-03-25T13:32:58.000Z,UNH,LONG,73,516,518.39,174.47,Scalp,Quick scalp
2026-03-25T13:46:12.000Z,GS,LONG,60,630.47,623.07,-444,Trend Following,
2026-03-25T13:57:08.000Z,META,LONG,66,631.17,626.64,-298.98,Earnings,Earnings beat
2026-03-25T14:14:41.000Z,GS,LONG,61,630.35,623.09,-442.86,Scalp,Counter-trend fade scalp
2026-03-25T14:43:54.000Z,AMZN,SHORT,171,210.79,209.43,232.56,Mean Reversion,VWAP reversion
2026-03-25T14:48:57.000Z,SHOP,SHORT,245,98.07,100.47,-588,Mean Reversion,Squeezed out early
2026-03-25T15:01:34.000Z,NFLX,SHORT,71,699.74,693.18,465.76,Breakout,Cup & handle breakout
2026-03-25T15:21:10.000Z,PLTR,LONG,351,27.81,27.24,-200.07,Breakout,
2026-03-25T16:04:00.000Z,NVDA,LONG,92,204.45,206.21,161.92,Earnings,Earnings miss reversal
2026-03-25T16:26:39.000Z,NVDA,LONG,75,205.25,203.29,-147,Mean Reversion,Fade gap up
2026-03-25T17:05:50.000Z,JNJ,LONG,88,159.13,158.61,-45.76,Scalp,Power-hour scalp
2026-03-25T17:10:03.000Z,JPM,LONG,191,246.94,249.35,460.31,Earnings,Earnings miss reversal
2026-03-25T17:23:55.000Z,SPY,LONG,44,593.12,591.18,-85.36,Trend Following,Index momentum continuation
2026-03-25T17:37:08.000Z,META,LONG,43,636.76,632.88,-166.84,Earnings,Earnings miss reversal
2026-03-25T18:07:03.000Z,DIS,LONG,394,104.6,105.96,535.84,Trend Following,VWAP reclaim long
2026-03-25T18:22:47.000Z,PLTR,SHORT,638,27.86,27.58,178.64,Trend Following,Trend continuation
2026-03-25T18:35:44.000Z,XOM,SHORT,97,114.79,115.36,-55.29,Trend Following,Trend continuation
2026-03-25T18:42:17.000Z,GOOGL,LONG,141,193.4,195.16,248.16,Scalp,Power-hour scalp
2026-03-25T19:23:17.000Z,DIS,LONG,278,104.55,105.86,364.18,Breakout,ATH breakout
2026-03-25T19:30:45.000Z,AAPL,SHORT,60,240.34,242.5,-129.6,Breakout,Breakout retest hold
2026-03-25T19:40:28.000Z,ORCL,LONG,130,166.78,168.33,201.5,Mean Reversion,Oversold bounce
2026-03-26T14:07:27.000Z,IWM,LONG,139,243.41,244.35,130.66,Earnings,Earnings miss reversal
2026-03-26T14:21:40.000Z,QQQ,LONG,19,550.2,548.11,-39.71,Trend Following,Stopped below trend line
